code,name
300131,英唐智控
300145,南方泵业
300162,雷曼光电
300166,东方国信
300170,汉得信息
300173,ST福能
300174,元力股份
300179,四方达
300184,力源信息
300187,永清环保
300196,长海股份
300198,ST纳川
300200,高盟新材
300203,聚光科技
300219,鸿利智汇
300221,银禧科技
300222,科大智能
300223,北京君正
300224,正海磁材
300227,光韵达
300232,洲明科技
300236,上海新阳
300243,瑞丰高材
300252,金信诺
300253,卫宁健康
300258,精锻科技
300260,新莱应材
300265,通光线缆
300267,尔康制药
300270,中威电子
300275,梅安森
300283,温州宏丰
300285,国瓷材料
300287,飞利信
300292,吴通控股
300293,蓝英装备
300296,利亚德
300302,同有科技
300303,聚飞光电
300305,裕兴股份
300308,中际旭创
300310,宜通世纪
300316,晶盛机电
300319,麦捷科技
300322,硕贝德
300323,华灿光电
300331,苏大维格
300340,科恒股份
300342,天银机电
300343,ST联创
300346,南大光电
300351,永贵电器
300354,东华测试
300373,扬杰科技
300376,易事特
300382,斯莱克
300390,天华新能
300394,天孚通信
300395,菲利华
300397,天和防务
300398,飞凯材料
300400,劲拓股份
300402,宝色股份
300403,汉宇集团
300408,三环集团
300409,道氏技术
300410,正业科技
300412,迦南科技
300414,中光防雷
300416,苏试试验
300421,力星股份
300428,立中集团
300429,强力新材
300432,富临精工
300433,蓝思科技
300442,润泽科技
300443,金雷股份
300446,航天智造
300447,全信股份
300450,先导智能
300454,深信服
300455,航天智装
300456,赛微电子
300458,全志科技
300460,ST惠伦
300470,中密控股
300474,景嘉微
300475,香农芯创
300476,胜宏科技
300477,ST合纵
300480,光力科技
300487,蓝晓科技
300488,恒锋工具
300489,光智科技
300493,润欣科技
300496,中科创达
300497,富祥药业
300502,新易盛
300503,昊志机电
300504,天邑股份
300516,久之洋
300522,世名科技
300525,博思软件
300535,达威股份
300537,广信材料
300538,同益股份
300539,横河精密
300545,联得装备
300548,长芯博创
300549,优德精密
300551,古鳌科技
300554,三超新材
300557,理工光科
300563,神宇股份
300565,科信技术
300567,精测电子
300570,太辰光
300571,平治信息
300576,容大感光
300580,贝斯特
300585,奥联电子
300586,美联新材
300596,利安隆
300598,诚迈科技
300602,飞荣达
300604,长川科技
300606,金太阳
300617,安靠智电
300618,寒锐钴业
300619,金银河
300620,光库科技
300623,捷捷微电
300632,光莆股份
300637,扬帆新材
300650,太龙股份
300652,雷迪克
300655,晶瑞电材
300656,民德电子
300657,弘信电子
300660,江苏雷利
300661,圣邦股份
300666,江丰电子
300667,必创科技
300671,富满微
300672,国科微
300679,电连技术
300680,隆盛科技
300681,英搏尔
300684,中石科技
300687,赛意信息
300689,澄天伟业
300697,电工合金
300698,万马科技
300700,岱勒新材
300706,阿石创
300708,聚灿光电
300709,精研科技
300710,万隆光电
300713,英可瑞
300721,怡达股份
300724,捷佳伟创
300726,宏达电子
300731,科创新源
300735,光弘科技
300739,明阳电路
300747,锐科激光
300751,迈为股份
300757,罗博特科
300758,七彩化学
300774,倍杰特
300776,帝尔激光
300780,德恩精工
300782,卓胜微
300786,国林科技
300787,海能实业
300789,唐源电气
300797,钢研纳克
300801,泰和科技
300802,矩子科技
300806,斯迪克
300809,华辰装备
300811,铂科新材
300812,易天股份
300814,中富电路
300817,双飞集团
300819,聚杰微纤
300820,英杰电气
300825,阿尔特
300835,龙磁科技
300836,佰奥智能
300842,帝科股份
300843,胜蓝股份
300852,四会富仕
300857,协创数据
300863,卡倍亿
300870,欧陆通
300879,大叶股份
300881,盛德鑫泰
300885,海昌新材
300903,科翔股份
300904,威力传动
300905,宝丽迪
300913,兆龙互连
300919,中伟新材
300936,中英科技
300960,通业科技
300964,本川智能
300968,格林精密
300975,商络电子
300990,同飞股份
300991,创益通
301007,德迈仕
301008,宏昌科技
301013,利和兴
301021,英诺激光
301023,奕帆传动
301026,浩通科技
301028,鼎熔岩
301029,怡合达
301036,双乐股份
301041,金百泽
301050,雷电微力
301067,显盈科技
301071,力量钻石
301085,亚康股份
301095,广立微
301099,雅创电子
301106,骏成科技
301107,瑜欣电子
301118,恒光股份
301123,奕东电子
301128,强瑞技术
301129,瑞纳智能
301132,满坤科技
301135,瑞德智能
301150,中一科技
301165,锐捷网络
301170,锡南科技
301172,君逸数码
301176,逸豪新材
301182,凯旺科技
301183,东田微
301196,唯科科技
301200,大族数控
301202,朗威股份
301205,联特科技
301209,联合化学
301210,金杨精密
301213,观想科技
301216,万凯新材
301217,铜冠铜箔
301219,腾远钴业
301226,祥明智能
301229,纽泰格
301233,盛帮股份
301236,软通动力
301238,瑞泰新材
301246,宏源药业
301251,威尔高
301255,通力科技
301256,华融化学
301261,恒工精密
301265,华新环保
301269,华大九天
301279,金道科技
301282,金禄电子
301289,国缆检测
301297,富乐德
301298,东利机械
301306,西测测试
301307,美利信
301308,江波龙
301310,鑫宏业
301312,智立方
301319,唯特偶
301320,豪江智能
301322,绿通科技
301325,曼恩斯特
301328,维峰电子
301329,信音电子
301338,凯格精机
301348,蓝箭电子
301349,信德新材
301353,普莱得
301358,湖南裕能
301362,民爆光电
301366,一博科技
301368,丰立智能
301369,联动科技
301377,鼎泰高科
301379,天山电子
301387,光大同创
301389,隆扬电子
301392,汇成真空
301398,星源卓镁
301419,阿莱德
301421,波长光电
301439,泓淋电力
301486,致尚科技
301489,思泉新材
301499,维科精密
301500,飞南资源
301509,金凯生科
301510,固高科技
301511,德福科技
301512,智信精密
301517,陕西华达
301526,国际复材
301550,斯菱智驱
301555,惠柏新材
301563,云汉芯城
301568,思泰克
301591,肯特股份
301592,六九一二
301596,瑞迪智驱
301599,301599
301601,惠通科技
301603,乔锋智能
301607,富特科技
301611,珂玛科技
301618,长联科技
301628,强达电路
301629,矽电股份
301630,同宇新材
301656,联合动力
301665,泰禾股份
301666,301666
301682,301682
301687,新广益
301696,301696
600010,包钢股份
600039,四川路桥
600050,中国联通
600058,五矿发展
600071,凤凰光学
600081,东风科技
600096,云天化
600101,明星电力
600103,青山纸业
600105,永鼎股份
600110,诺德股份
600111,北方稀土
600114,东睦股份
600116,三峡水利
600119,长江投资
600120,浙江东方
600141,兴发集团
600143,金发科技
600153,建发股份
600157,永泰能源
600160,巨化股份
600169,ST太重
600171,上海贝岭
600172,黄河旋风
600173,卧龙新能
600176,中国巨石
600178,东安动力
600183,生益科技
600184,光电股份
600188,兖矿能源
600206,有研新材
600217,中再资环
600218,全柴动力
600226,亨通股份
600237,铜峰电子
600243,*ST海华
600246,万通发展
600255,鑫科材料
600259,中稀有色
600288,大恒科技
600295,鄂尔多斯
600301,华锡有色
600307,酒钢宏兴
600308,华泰股份
600309,万华化学
600326,西藏天路
600328,中盐化工
600330,天通股份
600331,宏达股份
600337,美克家居
600338,西藏珠峰
600345,长江通信
600346,恒力石化
600353,旭光电子
600360,*ST华微
600361,创新新材
600362,江西铜业
600366,宁波韵升
600367,红星发展
600372,中航机载
600378,昊华科技
600382,广东明珠
600392,盛和资源
600456,宝钛股份
600458,时代新材
600459,贵研铂业
600460,士兰微
600478,科力远
600487,亨通光电
600489,中金黄金
600490,鹏欣资源
600497,驰宏锌锗
600498,烽火通信
600500,中化国际
600509,天富能源
600510,黑牡丹
600516,方大炭素
600520,三佳科技
600522,中天科技
600531,豫光金铅
600536,中国软件
600549,厦门钨业
600552,凯盛科技
600563,法拉电子
600570,恒生电子
600577,精达股份
600584,长电科技
600587,新华医疗
600588,用友网络
600590,泰豪科技
600596,新安股份
600601,方正科技
600612,老凤祥
600618,氯碱化工
600619,海立股份
600623,华谊集团
600641,先导基电
600655,豫园股份
600667,太极实业
600673,东阳光
600674,川投能源
600699,均胜电子
600703,三安光电
600704,物产中大
600711,盛屯矿业
600714,金瑞矿业
600718,东软集团
600745,闻泰科技
600755,厦门国贸
600800,渤海化学
600835,上海机电
600845,宝信软件
600850,电科数字
600868,梅雁吉祥
600869,远东股份
600879,航天电子
600884,杉杉股份
600889,南京化纤
600895,张江高科
600933,爱柯迪
600941,中国移动
600955,维远股份
600960,渤海汽车
600961,株冶集团
600962,国投中鲁
600967,内蒙一机
600973,宝胜股份
600980,北矿科技
600988,赤峰黄金
600990,四创电子
601020,华钰矿业
601061,中信金属
601069,西部黄金
601100,恒立液压
601106,中国一重
601117,中国化学
601121,宝地矿业
601133,柏诚股份
601137,博威合金
601138,工业富联
601168,西部矿业
601177,杭齿前进
601179,中国西电
601186,中国铁建
601208,东材科技
601212,白银有色
601231,环旭电子
601390,中国中铁
601515,衢州东峰
601600,中国铝业
601608,中信重工
601609,金田股份
601669,中国电建
601678,滨化股份
601689,拓普集团
601727,上海电气
601728,中国电信
601868,中国能建
601869,长飞光纤
601899,紫金矿业
601908,京运通
601958,金钼股份
601969,海南矿业
603002,宏昌电子
603005,晶方科技
603010,万盛股份
603011,合锻智能
603019,中科曙光
603026,石大胜华
603031,XD安孚科
603032,德新科技
603039,泛微网络
603042,华脉科技
603052,可川科技
603058,永吉股份
603067,振华股份
603072,天和磁材
603077,和邦生物
603078,江化微
603083,剑桥科技
603110,东方材料
603118,共进股份
603119,浙江荣泰
603120,肯特催化
603124,江南新材
603132,金徽股份
603150,万朗磁塑
603155,新亚强
603160,汇顶科技
603163,圣晖集成
603166,福达股份
603171,税友股份
603175,超颖电子
603178,圣龙股份
603185,弘元绿能
603186,华正新材
603203,快克智能
603212,赛伍技术
603219,富佳股份
603220,中贝通信
603228,景旺电子
603256,宏和科技
603257,中国瑞林
603260,合盛硅业
603267,鸿远电子
603270,金帝股份
603271,永杰新材
603275,众辰科技
603283,赛腾股份
603290,斯达半导
603296,华勤技术
603297,永新光学
603305,旭升集团
603306,华懋科技
603310,巍华新材
603316,诚邦股份
603319,美湖股份
603324,盛剑科技
603327,福蓉科技
603328,依顿电子
603330,天洋新材
603333,尚纬股份
603341,龙旗科技
603353,和顺石油
603358,华达科技
603360,百傲化学
603375,盛景微
603379,三美股份
603386,骏亚科技
603389,*ST亚振
603399,永杉锂业
603407,603407
603435,603435
603459,红板科技
603500,祥和实业
603501,豪威集团
603505,金石资源
603519,立霸股份
603520,司太立
603527,众源新材
603588,高能环境
603595,ST东尼
603601,再升科技
603618,杭电股份
603633,徕木股份
603638,艾迪精密
603650,彤程新材
603659,璞泰来
603663,三祥新材
603667,五洲新春
603678,火炬电子
603683,晶华新材
603685,晨丰科技
603688,石英股份
603690,至纯科技
603703,盛洋科技
603717,天域生物
603726,朗迪集团
603728,鸣志电器
603733,仙鹤股份
603738,泰晶科技
603759,海天股份
603767,中马传动
603773,沃格光电
603776,永安行
603799,华友钴业
603800,洪田股份
603803,瑞斯康达
603806,福斯特
603809,豪能股份
603823,百合花
603838,*ST四通
603843,*ST正平
603881,数据港
603893,瑞芯微
603901,永创智能
603915,国茂股份
603920,世运电路
603928,兴业股份
603929,亚翔集成
603931,格林达
603933,睿能科技
603936,博敏电子
603938,三孚股份
603960,克来机电
603977,国泰集团
603978,深圳新星
603979,金诚信
603982,泉峰汽车
603986,兆易创新
603991,至正股份
603993,洛阳钼业
603995,甬金股份
605006,山东玻纤
605020,永和股份
605055,迎丰股份
605058,澳弘电子
605111,新洁能
605178,时空科技
605208,永茂泰
605258,协和电子
605277,新亚电子
605303,园林股份
605358,立昂微
605366,宏柏新材
605376,博迁新材
605389,长龄液压
605580,恒盛能源
605589,圣泉集团
688003,天准科技
688005,容百科技
688008,澜起科技
688010,福光股份
688012,中微公司
688017,绿的谐波
688018,乐鑫科技
688019,安集科技
688020,方邦股份
688022,瀚川智能
688025,杰普特
688035,德邦科技
688036,传音控股
688037,芯源微
688041,海光信息
688045,必易微
688048,长光华芯
688052,纳芯微
688053,ST思科瑞
688056,莱伯泰科
688059,华锐精密
688061,灿瑞科技
688072,拓荆科技
688077,大地熊
688079,美迪凯
688082,盛美上海
688093,世华科技
688097,博众精工
688099,晶晨股份
688102,斯瑞新材
688106,金宏气体
688107,安路科技
688110,东芯股份
688111,金山办公
688116,天奈科技
688120,华海清科
688123,聚辰股份
688125,安达智能
688126,沪硅产业
688127,蓝特光学
688135,利扬芯片
688138,清溢光电
688143,长盈通
688146,中船特气
688147,微导纳米
688150,莱特光电
688157,松井股份
688158,优刻得-W
688159,有方科技
688160,步科股份
688162,巨一科技
688165,埃夫特-U
688167,炬光科技
688170,德龙激光
688172,燕东微
688173,希荻微
688179,阿拉丁
688181,八亿时空
688182,灿勤科技
688183,生益电子
688187,时代电气
688195,腾景科技
688199,久日新材
688200,华峰测控
688205,德科立
688206,概伦电子
688213,思特威-W
688216,气派科技
688220,翱捷科技-U
688226,威腾电气
688230,芯导科技
688233,神工股份
688234,天岳先进
688256,寒武纪-U
688257,新锐股份
688260,昀冢科技
688261,东微半导
688262,国芯科技
688267,中触媒
688268,华特气体
688270,臻镭科技
688280,精进电动-UW
688286,敏芯股份
688299,长阳科技
688300,联瑞新材
688301,奕瑞科技
688306,均普智能
688307,中润光学
688308,欧科亿
688312,燕麦科技
688313,仕佳光子
688323,瑞华泰
688328,深科达
688332,中科蓝讯
688333,铂力特
688347,华虹公司
688352,颀中科技
688353,华盛锂电
688359,三孚新科
688361,中科飞测
688362,甬矽电子
688368,晶丰明源
688371,菲沃泰
688372,伟测科技
688375,国博电子
688376,美埃科技
688378,奥来德
688379,华光新材
688380,中微半导
688381,帝奥微
688383,新益昌
688385,复旦微电
688388,嘉元科技
688392,骄成超声
688396,华润微
688400,凌云光
688401,路维光电
688403,汇成股份
688409,富创精密
688416,恒烁股份
688418,震有科技
688419,耐科装备
688432,有研硅
688439,振华风光
688449,联芸科技
688450,光格科技
688456,有研粉材
688458,美芯晟
688469,芯联集成-U
688478,晶升股份
688480,赛恩斯
688484,南芯科技
688485,九州一轨
688498,源杰科技
688499,利元亨
688502,茂莱光学
688503,聚和材料
688508,芯朋微
688512,慧智微-U
688515,裕太微-U
688516,奥特维
688518,联赢激光
688519,南亚新材
688521,芯原股份
688525,佰维存储
688530,欧莱新材
688531,日联科技
688535,华海诚科
688536,思瑞浦
688545,兴福电子
688548,广钢气体
688549,中巨芯-U
688550,瑞联新材
688556,高测股份
688559,海目星
688571,杭华股份
688573,信宇人
688589,力合微
688591,泰凌微
688596,正帆科技
688598,金博股份
688601,力芯微
688602,康鹏科技
688603,天承科技
688605,先锋精科
688608,恒玄科技
688609,九联科技
688610,埃科光电
688611,杭州柯林
688618,三旺通信
688625,呈和科技
688627,精智达
688629,华丰科技
688630,芯碁微装
688635,688635
688646,ST逸飞
688652,京仪装备
688655,迅捷兴
688659,元琛科技
688662,富信科技
688668,鼎通科技
688669,聚石化学
688676,金盘科技
688685,迈信林
688689,银河微电
688691,灿芯股份
688693,锴威特
688699,明微电子
688700,东威科技
688702,盛科通信-U
688709,成都华微
688711,宏微科技
688720,艾森股份
688726,拉普拉斯
688727,恒坤新材
688728,格科微
688729,屹唐股份
688733,壹石通
688750,金天钛业
688757,胜科纳米
688766,普冉股份
688783,西安奕材-U
688785,恒运昌
688787,海天瑞声
688800,瑞可达
688802,沐曦股份-U
688807,优迅股份
688808,688808
688809,强一股份
688813,泰金新能
688820,688820
688981,中芯国际
920006,晟楠科技
920008,成电光信
920012,920012
920015,锦华新材
920021,流金科技
920030,德众汽车
920033,康普化学
920045,蘅东光
920060,万源通
920061,西磁科技
920068,天工股份
920083,920083
920099,瑞华技术
920100,三协电机
920124,南特科技
920125,鸿仕达
920130,立方控股
920139,华岭股份
920152,昆工科技
920171,志晟信息
920178,锐翔智能
920179,凯德石英
920186,920186
920204,沪江材料
920221,易实精密
920223,荣亿精密
920249,利尔达
920261,一诺威
920263,中航泰达
920346,威贸电子
920357,雅葆轩
920368,连城数控
920378,泰德股份
920418,苏轴股份
920427,华维设计
920438,戈碧迦
920471,美邦科技
920475,三友科技
920489,佳先股份
920509,同惠电子
920510,丰光精密
920522,纳科诺尔
920526,凯华材料
920570,坤博精工
920579,机科股份
920580,科创新材
920593,鼎智科技
920640,富士达
920663,明阳科技
920665,科强股份
920682,球冠电缆
920690,捷众科技
920719,宁新新材
920720,吉冈精密
920725,惠丰钻石
920792,东和新材
920807,奔朗新材
920821,则成电子
920832,齐鲁华信
920839,万通液压
920870,恒进感应
920879,基康技术
920896,旺成科技
920914,远航精密
920961,创远信科
920971,天马新材
920981,晶赛科技
